county,stname,ctyname,variable,value,year.label
047,Maryland,Worcester County,births2010,114,2010
510,Maryland,Baltimore city,births2010,2120,2010
000,Maryland,Maryland,births2011,73542,2011
001,Maryland,Allegany County,births2011,702,2011
003,Maryland,Anne Arundel County,births2011,6950,2011
005,Maryland,Baltimore County,births2011,9950,2011
009,Maryland,Calvert County,births2011,929,2011
011,Maryland,Caroline County,births2011,417,2011
013,Maryland,Carroll County,births2011,1546,2011
015,Maryland,Cecil County,births2011,1158,2011
017,Maryland,Charles County,births2011,1843,2011
019,Maryland,Dorchester County,births2011,370,2011
021,Maryland,Frederick County,births2011,2854,2011
023,Maryland,Garrett County,births2011,270,2011
025,Maryland,Harford County,births2011,2776,2011
027,Maryland,Howard County,births2011,3313,2011
029,Maryland,Kent County,births2011,161,2011
031,Maryland,Montgomery County,births2011,13192,2011
033,Maryland,Prince George's County,births2011,12136,2011
035,Maryland,Queen Anne's County,births2011,484,2011
037,Maryland,St. Mary's County,births2011,1484,2011
039,Maryland,Somerset County,births2011,241,2011
041,Maryland,Talbot County,births2011,355,2011
043,Maryland,Washington County,births2011,1737,2011
045,Maryland,Wicomico County,births2011,1283,2011
047,Maryland,Worcester County,births2011,439,2011
510,Maryland,Baltimore city,births2011,8952,2011
000,Maryland,Maryland,births2012,72720,2012
001,Maryland,Allegany County,births2012,676,2012
003,Maryland,Anne Arundel County,births2012,6920,2012
005,Maryland,Baltimore County,births2012,9664,2012
009,Maryland,Calvert County,births2012,908,2012
011,Maryland,Caroline County,births2012,397,2012
013,Maryland,Carroll County,births2012,1589,2012
015,Maryland,Cecil County,births2012,1165,2012
017,Maryland,Charles County,births2012,1914,2012
019,Maryland,Dorchester County,births2012,360,2012
021,Maryland,Frederick County,births2012,2722,2012
023,Maryland,Garrett County,births2012,300,2012
025,Maryland,Harford County,births2012,2611,2012
027,Maryland,Howard County,births2012,3390,2012
029,Maryland,Kent County,births2012,183,2012
031,Maryland,Montgomery County,births2012,13030,2012
033,Maryland,Prince George's County,births2012,12015,2012
035,Maryland,Queen Anne's County,births2012,448,2012
037,Maryland,St. Mary's County,births2012,1391,2012
039,Maryland,Somerset County,births2012,275,2012
041,Maryland,Talbot County,births2012,318,2012
043,Maryland,Washington County,births2012,1743,2012
045,Maryland,Wicomico County,births2012,1230,2012
047,Maryland,Worcester County,births2012,463,2012
510,Maryland,Baltimore city,births2012,9008,2012
000,Maryland,Maryland,births2013,72362,2013
001,Maryland,Allegany County,births2013,678,2013
003,Maryland,Anne Arundel County,births2013,6771,2013
005,Maryland,Baltimore County,births2013,9539,2013
009,Maryland,Calvert County,births2013,950,2013
011,Maryland,Caroline County,births2013,377,2013
013,Maryland,Carroll County,births2013,1578,2013
015,Maryland,Cecil County,births2013,1101,2013
017,Maryland,Charles County,births2013,1840,2013
019,Maryland,Dorchester County,births2013,404,2013
021,Maryland,Frederick County,births2013,2701,2013
023,Maryland,Garrett County,births2013,293,2013
025,Maryland,Harford County,births2013,2651,2013
027,Maryland,Howard County,births2013,3452,2013
029,Maryland,Kent County,births2013,181,2013
031,Maryland,Montgomery County,births2013,13110,2013
033,Maryland,Prince George's County,births2013,11951,2013
035,Maryland,Queen Anne's County,births2013,437,2013
037,Maryland,St. Mary's County,births2013,1381,2013
039,Maryland,Somerset County,births2013,277,2013
041,Maryland,Talbot County,births2013,331,2013
043,Maryland,Washington County,births2013,1729,2013
045,Maryland,Wicomico County,births2013,1197,2013
047,Maryland,Worcester County,births2013,424,2013
510,Maryland,Baltimore city,births2013,9009,2013
000,Maryland,Maryland,births2014,72756,2014
001,Maryland,Allegany County,births2014,710,2014
003,Maryland,Anne Arundel County,births2014,6872,2014
005,Maryland,Baltimore County,births2014,9852,2014
009,Maryland,Calvert County,births2014,910,2014
011,Maryland,Caroline County,births2014,365,2014
013,Maryland,Carroll County,births2014,1572,2014
015,Maryland,Cecil County,births2014,1061,2014
017,Maryland,Charles County,births2014,1809,2014
019,Maryland,Dorchester County,births2014,399,2014
021,Maryland,Frederick County,births2014,2786,2014
023,Maryland,Garrett County,births2014,288,2014
025,Maryland,Harford County,births2014,2658,2014
027,Maryland,Howard County,births2014,3454,2014
029,Maryland,Kent County,births2014,161,2014
031,Maryland,Montgomery County,births2014,13162,2014
033,Maryland,Prince George's County,births2014,12055,2014
035,Maryland,Queen Anne's County,births2014,477,2014
037,Maryland,St. Mary's County,births2014,1391,2014
039,Maryland,Somerset County,births2014,261,2014
041,Maryland,Talbot County,births2014,348,2014
043,Maryland,Washington County,births2014,1772,2014
045,Maryland,Wicomico County,births2014,1211,2014
047,Maryland,Worcester County,births2014,438,2014
510,Maryland,Baltimore city,births2014,8744,2014
000,Maryland,Maryland,births2015,74158,2015
001,Maryland,Allegany County,births2015,635,2015
003,Maryland,Anne Arundel County,births2015,6964,2015
005,Maryland,Baltimore County,births2015,10071,2015
009,Maryland,Calvert County,births2015,881,2015
011,Maryland,Caroline County,births2015,413,2015
013,Maryland,Carroll County,births2015,1663,2015
015,Maryland,Cecil County,births2015,1018,2015
017,Maryland,Charles County,births2015,1901,2015
019,Maryland,Dorchester County,births2015,380,2015
021,Maryland,Frederick County,births2015,2828,2015
023,Maryland,Garrett County,births2015,285,2015
025,Maryland,Harford County,births2015,2820,2015
027,Maryland,Howard County,births2015,3645,2015
029,Maryland,Kent County,births2015,158,2015
031,Maryland,Montgomery County,births2015,13176,2015
033,Maryland,Prince George's County,births2015,12496,2015
035,Maryland,Queen Anne's County,births2015,438,2015
037,Maryland,St. Mary's County,births2015,1516,2015
039,Maryland,Somerset County,births2015,246,2015
041,Maryland,Talbot County,births2015,316,2015
043,Maryland,Washington County,births2015,1739,2015
045,Maryland,Wicomico County,births2015,1201,2015
047,Maryland,Worcester County,births2015,438,2015
510,Maryland,Baltimore city,births2015,8930,2015
000,Maryland,Maryland,births2016,73387,2016
001,Maryland,Allegany County,births2016,652,2016
003,Maryland,Anne Arundel County,births2016,6964,2016
005,Maryland,Baltimore County,births2016,9895,2016
009,Maryland,Calvert County,births2016,917,2016
011,Maryland,Caroline County,births2016,390,2016
013,Maryland,Carroll County,births2016,1711,2016
015,Maryland,Cecil County,births2016,1142,2016
017,Maryland,Charles County,births2016,1832,2016
019,Maryland,Dorchester County,births2016,381,2016
021,Maryland,Frederick County,births2016,2829,2016
023,Maryland,Garrett County,births2016,303,2016
025,Maryland,Harford County,births2016,2713,2016
027,Maryland,Howard County,births2016,3575,2016
029,Maryland,Kent County,births2016,154,2016
031,Maryland,Montgomery County,births2016,13124,2016
033,Maryland,Prince George's County,births2016,12343,2016
035,Maryland,Queen Anne's County,births2016,481,2016
037,Maryland,St. Mary's County,births2016,1435,2016
039,Maryland,Somerset County,births2016,252,2016
041,Maryland,Talbot County,births2016,328,2016
043,Maryland,Washington County,births2016,1698,2016
045,Maryland,Wicomico County,births2016,1239,2016
047,Maryland,Worcester County,births2016,431,2016
510,Maryland,Baltimore city,births2016,8598,2016
000,Maryland,Maryland,births2017,72138,2017
001,Maryland,Allegany County,births2017,634,2017
003,Maryland,Anne Arundel County,births2017,6983,2017
005,Maryland,Baltimore County,births2017,9775,2017
009,Maryland,Calvert County,births2017,925,2017
011,Maryland,Caroline County,births2017,371,2017
013,Maryland,Carroll County,births2017,1658,2017
015,Maryland,Cecil County,births2017,1152,2017
017,Maryland,Charles County,births2017,1812,2017
019,Maryland,Dorchester County,births2017,350,2017
021,Maryland,Frederick County,births2017,2785,2017
023,Maryland,Garrett County,births2017,291,2017
025,Maryland,Harford County,births2017,2622,2017
027,Maryland,Howard County,births2017,3517,2017
029,Maryland,Kent County,births2017,154,2017
031,Maryland,Montgomery County,births2017,12858,2017
033,Maryland,Prince George's County,births2017,12274,2017
035,Maryland,Queen Anne's County,births2017,504,2017
037,Maryland,St. Mary's County,births2017,1372,2017
039,Maryland,Somerset County,births2017,245,2017
041,Maryland,Talbot County,births2017,346,2017
043,Maryland,Washington County,births2017,1667,2017
045,Maryland,Wicomico County,births2017,1278,2017
047,Maryland,Worcester County,births2017,425,2017
510,Maryland,Baltimore city,births2017,8140,2017
000,Maryland,Maryland,births2018,71029,2018
001,Maryland,Allegany County,births2018,614,2018
003,Maryland,Anne Arundel County,births2018,6853,2018
005,Maryland,Baltimore County,births2018,9579,2018
009,Maryland,Calvert County,births2018,897,2018
011,Maryland,Caroline County,births2018,389,2018
013,Maryland,Carroll County,births2018,1655,2018
015,Maryland,Cecil County,births2018,1106,2018
017,Maryland,Charles County,births2018,1799,2018
019,Maryland,Dorchester County,births2018,346,2018
021,Maryland,Frederick County,births2018,2792,2018
023,Maryland,Garrett County,births2018,277,2018
025,Maryland,Harford County,births2018,2639,2018
027,Maryland,Howard County,births2018,3522,2018
029,Maryland,Kent County,births2018,146,2018
031,Maryland,Montgomery County,births2018,12657,2018
033,Maryland,Prince George's County,births2018,12044,2018
035,Maryland,Queen Anne's County,births2018,505,2018
037,Maryland,St. Mary's County,births2018,1365,2018
039,Maryland,Somerset County,births2018,248,2018
041,Maryland,Talbot County,births2018,335,2018
043,Maryland,Washington County,births2018,1644,2018
045,Maryland,Wicomico County,births2018,1247,2018
047,Maryland,Worcester County,births2018,405,2018
510,Maryland,Baltimore city,births2018,7965,2018
000,Maryland,Maryland,deaths2010,10628,2010
001,Maryland,Allegany County,deaths2010,182,2010
003,Maryland,Anne Arundel County,deaths2010,892,2010
005,Maryland,Baltimore County,deaths2010,1875,2010
009,Maryland,Calvert County,deaths2010,90,2010
011,Maryland,Caroline County,deaths2010,96,2010
013,Maryland,Carroll County,deaths2010,356,2010
015,Maryland,Cecil County,deaths2010,225,2010
017,Maryland,Charles County,deaths2010,188,2010
019,Maryland,Dorchester County,deaths2010,58,2010
021,Maryland,Frederick County,deaths2010,371,2010
023,Maryland,Garrett County,deaths2010,55,2010
025,Maryland,Harford County,deaths2010,468,2010
027,Maryland,Howard County,deaths2010,394,2010
029,Maryland,Kent County,deaths2010,44,2010
031,Maryland,Montgomery County,deaths2010,1477,2010
033,Maryland,Prince George's County,deaths2010,1301,2010
035,Maryland,Queen Anne's County,deaths2010,123,2010
037,Maryland,St. Mary's County,deaths2010,200,2010
039,Maryland,Somerset County,deaths2010,96,2010
041,Maryland,Talbot County,deaths2010,72,2010
043,Maryland,Washington County,deaths2010,365,2010
045,Maryland,Wicomico County,deaths2010,152,2010
047,Maryland,Worcester County,deaths2010,121,2010
510,Maryland,Baltimore city,deaths2010,1427,2010
000,Maryland,Maryland,deaths2011,43674,2011
001,Maryland,Allegany County,deaths2011,908,2011
003,Maryland,Anne Arundel County,deaths2011,3748,2011
005,Maryland,Baltimore County,deaths2011,7589,2011
009,Maryland,Calvert County,deaths2011,649,2011
011,Maryland,Caroline County,deaths2011,289,2011
013,Maryland,Carroll County,deaths2011,1397,2011
015,Maryland,Cecil County,deaths2011,838,2011
017,Maryland,Charles County,deaths2011,948,2011
019,Maryland,Dorchester County,deaths2011,327,2011
021,Maryland,Frederick County,deaths2011,1509,2011
023,Maryland,Garrett County,deaths2011,301,2011
025,Maryland,Harford County,deaths2011,1840,2011
027,Maryland,Howard County,deaths2011,1417,2011
029,Maryland,Kent County,deaths2011,235,2011
031,Maryland,Montgomery County,deaths2011,5668,2011
033,Maryland,Prince George's County,deaths2011,5159,2011
035,Maryland,Queen Anne's County,deaths2011,346,2011
037,Maryland,St. Mary's County,deaths2011,646,2011
039,Maryland,Somerset County,deaths2011,285,2011
041,Maryland,Talbot County,deaths2011,421,2011
043,Maryland,Washington County,deaths2011,1406,2011
045,Maryland,Wicomico County,deaths2011,872,2011
047,Maryland,Worcester County,deaths2011,603,2011
510,Maryland,Baltimore city,deaths2011,6273,2011
000,Maryland,Maryland,deaths2012,43461,2012
001,Maryland,Allegany County,deaths2012,911,2012
003,Maryland,Anne Arundel County,deaths2012,3879,2012
005,Maryland,Baltimore County,deaths2012,7511,2012
009,Maryland,Calvert County,deaths2012,614,2012
011,Maryland,Caroline County,deaths2012,322,2012
013,Maryland,Carroll County,deaths2012,1347,2012
015,Maryland,Cecil County,deaths2012,807,2012
017,Maryland,Charles County,deaths2012,890,2012
019,Maryland,Dorchester County,deaths2012,377,2012
021,Maryland,Frederick County,deaths2012,1573,2012
023,Maryland,Garrett County,deaths2012,306,2012
025,Maryland,Harford County,deaths2012,1845,2012
027,Maryland,Howard County,deaths2012,1469,2012
029,Maryland,Kent County,deaths2012,229,2012
031,Maryland,Montgomery County,deaths2012,5661,2012
033,Maryland,Prince George's County,deaths2012,4980,2012
035,Maryland,Queen Anne's County,deaths2012,421,2012
037,Maryland,St. Mary's County,deaths2012,696,2012
039,Maryland,Somerset County,deaths2012,233,2012
041,Maryland,Talbot County,deaths2012,415,2012
043,Maryland,Washington County,deaths2012,1419,2012
045,Maryland,Wicomico County,deaths2012,891,2012
047,Maryland,Worcester County,deaths2012,590,2012
510,Maryland,Baltimore city,deaths2012,6075,2012
000,Maryland,Maryland,deaths2013,45736,2013
001,Maryland,Allegany County,deaths2013,898,2013
003,Maryland,Anne Arundel County,deaths2013,3979,2013
005,Maryland,Baltimore County,deaths2013,7844,2013
009,Maryland,Calvert County,deaths2013,642,2013
011,Maryland,Caroline County,deaths2013,326,2013
013,Maryland,Carroll County,deaths2013,1483,2013
015,Maryland,Cecil County,deaths2013,908,2013
017,Maryland,Charles County,deaths2013,990,2013
019,Maryland,Dorchester County,deaths2013,378,2013
021,Maryland,Frederick County,deaths2013,1711,2013
023,Maryland,Garrett County,deaths2013,293,2013
025,Maryland,Harford County,deaths2013,2019,2013
027,Maryland,Howard County,deaths2013,1504,2013
029,Maryland,Kent County,deaths2013,243,2013
031,Maryland,Montgomery County,deaths2013,5926,2013
033,Maryland,Prince George's County,deaths2013,5280,2013
035,Maryland,Queen Anne's County,deaths2013,410,2013
037,Maryland,St. Mary's County,deaths2013,754,2013
039,Maryland,Somerset County,deaths2013,246,2013
041,Maryland,Talbot County,deaths2013,457,2013
043,Maryland,Washington County,deaths2013,1520,2013
045,Maryland,Wicomico County,deaths2013,918,2013
047,Maryland,Worcester County,deaths2013,598,2013
510,Maryland,Baltimore city,deaths2013,6409,2013
000,Maryland,Maryland,deaths2014,44735,2014
001,Maryland,Allegany County,deaths2014,910,2014
003,Maryland,Anne Arundel County,deaths2014,4023,2014
005,Maryland,Baltimore County,deaths2014,7648,2014
009,Maryland,Calvert County,deaths2014,633,2014
011,Maryland,Caroline County,deaths2014,348,2014
013,Maryland,Carroll County,deaths2014,1497,2014
015,Maryland,Cecil County,deaths2014,863,2014
017,Maryland,Charles County,deaths2014,935,2014
019,Maryland,Dorchester County,deaths2014,371,2014
021,Maryland,Frederick County,deaths2014,1587,2014
023,Maryland,Garrett County,deaths2014,311,2014
025,Maryland,Harford County,deaths2014,1925,2014
027,Maryland,Howard County,deaths2014,1542,2014
029,Maryland,Kent County,deaths2014,261,2014
031,Maryland,Montgomery County,deaths2014,5602,2014
033,Maryland,Prince George's County,deaths2014,5227,2014
035,Maryland,Queen Anne's County,deaths2014,400,2014
037,Maryland,St. Mary's County,deaths2014,754,2014
039,Maryland,Somerset County,deaths2014,241,2014
041,Maryland,Talbot County,deaths2014,439,2014
043,Maryland,Washington County,deaths2014,1517,2014
045,Maryland,Wicomico County,deaths2014,944,2014
047,Maryland,Worcester County,deaths2014,584,2014
510,Maryland,Baltimore city,deaths2014,6173,2014
000,Maryland,Maryland,deaths2015,47160,2015
001,Maryland,Allegany County,deaths2015,964,2015
003,Maryland,Anne Arundel County,deaths2015,4193,2015
005,Maryland,Baltimore County,deaths2015,8128,2015
009,Maryland,Calvert County,deaths2015,662,2015
011,Maryland,Caroline County,deaths2015,344,2015
013,Maryland,Carroll County,deaths2015,1544,2015
015,Maryland,Cecil County,deaths2015,910,2015
